ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year
13000176,JH13000176,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2025
13000177,JH13000177,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000178,JH13000178,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,2,42,8,06,2025
13000179,JH13000179,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000180,JH13000180,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000181,JH13000181,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,5,42,8,06,2025
13000182,JH13000182,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000183,JH13000183,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000184,JH13000184,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000185,JH13000185,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000186,JH13000186,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000187,JH13000187,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000188,JH13000188,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2025
13000189,JH13000189,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000190,JH13000190,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000191,JH13000191,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000192,JH13000192,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,2,42,8,06,2025
13000193,JH13000193,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2025
13000194,JH13000194,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2025
13000195,JH13000195,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000196,JH13000196,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13000197,JH13000197,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2025
13000198,JH13000198,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000199,JH13000199,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000200,JH13000200,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13000201,JH13000201,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13000202,JH13000202,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,2,42,8,06,2025
13000203,JH13000203,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000204,JH13000204,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000205,JH13000205,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2025
13000206,JH13000206,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000207,JH13000207,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2025
13000208,JH13000208,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000209,JH13000209,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13000210,JH13000210,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000211,JH13000211,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000212,JH13000212,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000213,JH13000213,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2025
13000214,JH13000214,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13000215,JH13000215,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000216,JH13000216,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000217,JH13000217,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2025
13000218,JH13000218,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13000219,JH13000219,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000220,JH13000220,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2025
13000221,JH13000221,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2025
13000222,JH13000222,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2025
13000223,JH13000223,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000224,JH13000224,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000225,JH13000225,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000226,JH13000226,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000227,JH13000227,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000228,JH13000228,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,11,42,8,06,2025
13000229,JH13000229,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000230,JH13000230,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2025
13000231,JH13000231,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,3,42,8,06,2025
13000232,JH13000232,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000233,JH13000233,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000234,JH13000234,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000235,JH13000235,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,22,42,8,06,2025
13000236,JH13000236,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000237,JH13000237,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000238,JH13000238,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000239,JH13000239,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000240,JH13000240,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2025
13000241,JH13000241,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13000242,JH13000242,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13000243,JH13000243,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13000244,JH13000244,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,9,42,8,06,2025
13000245,JH13000245,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000246,JH13000246,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000247,JH13000247,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000248,JH13000248,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2025
13000249,JH13000249,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000250,JH13000250,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2025
13000251,JH13000251,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000252,JH13000252,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000253,JH13000253,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13000254,JH13000254,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2025
13000255,JH13000255,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2025
13000256,JH13000256,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000257,JH13000257,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,4,42,8,06,2025
13000258,JH13000258,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000259,JH13000259,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,8,42,8,06,2025
13000260,JH13000260,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,22,42,8,06,2025
13000261,JH13000261,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000262,JH13000262,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000263,JH13000263,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000264,JH13000264,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2025
13000265,JH13000265,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000266,JH13000266,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000267,JH13000267,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000268,JH13000268,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000269,JH13000269,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000270,JH13000270,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000271,JH13000271,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,9,42,8,06,2025
13000272,JH13000272,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13000273,JH13000273,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2025
13000274,JH13000274,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13000275,JH13000275,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2025
13000276,JH13000276,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000277,JH13000277,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13000278,JH13000278,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000279,JH13000279,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2025
13000280,JH13000280,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000281,JH13000281,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000282,JH13000282,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000283,JH13000283,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,18,42,8,06,2025
13000284,JH13000284,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2025
13000285,JH13000285,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2025
13000286,JH13000286,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,12,42,8,06,2025
13000287,JH13000287,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000288,JH13000288,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,25,42,8,06,2025
13000289,JH13000289,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000290,JH13000290,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000291,JH13000291,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000292,JH13000292,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000293,JH13000293,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2025
13000294,JH13000294,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000295,JH13000295,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,25,42,8,06,2025
13000296,JH13000296,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000297,JH13000297,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000298,JH13000298,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13000299,JH13000299,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2025
13000300,JH13000300,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,16,42,8,06,2025
13000301,JH13000301,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000302,JH13000302,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13000303,JH13000303,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2025
13000304,JH13000304,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2025
13000305,JH13000305,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2025
13000306,JH13000306,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000307,JH13000307,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2025
13000308,JH13000308,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2025
13000309,JH13000309,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,true,1224,12,42,8,06,2025
13000310,JH13000310,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000311,JH13000311,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2025
13000312,JH13000312,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2025
13000313,JH13000313,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,true,1224,3,42,8,06,2025
13000314,JH13000314,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2025
13000315,JH13000315,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2025
13000316,JH13000316,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,true,1224,18,42,8,06,2025
13000317,JH13000317,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000318,JH13000318,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,24,42,8,06,2025
13000319,JH13000319,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000320,JH13000320,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000321,JH13000321,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,true,1224,22,42,8,06,2025
13000322,JH13000322,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2025
13000323,JH13000323,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2025
13000324,JH13000324,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000325,JH13000325,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000326,JH13000326,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2025
13000327,JH13000327,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000328,JH13000328,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2025
13000329,JH13000329,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000330,JH13000330,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2025
13000331,JH13000331,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000332,JH13000332,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2025
13000333,JH13000333,12/16/2025 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2025
13000334,JH13000334,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,false,1224,2,42,8,06,2025
13000335,JH13000335,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,10,42,8,06,2025
13000336,JH13000336,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2025
13000337,JH13000337,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,18,42,8,06,2025
13000338,JH13000338,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2025
13000339,JH13000339,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2025
13000340,JH13000340,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2025
13000341,JH13000341,12/16/2025 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2025
13000342,JH13000342,12/16/2025 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,false,1224,25,42,8,06,2025
13000343,JH13000343,12/16/2025 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,17,42,8,06,2025
13000344,JH13000344,12/16/2025 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2025
13000345,JH13000345,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2025
13000346,JH13000346,12/16/2025 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2025
13000347,JH13000347,12/16/2025 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2025
13000348,JH13000348,12/16/2025 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2025
