ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,Response
2328,1983,PhD,Single,42536.54155729332,0,2,80,125,4,65,3,4,2,0
2329,1982,Graduation,Married,54917.43130303351,0,0,21,692,12,185,2,5,7,0
2330,1972,PhD,Married,63461.87854487992,0,0,80,15,21,29,2,2,7,0
2331,1977,Graduation,Together,31822.89934953342,0,2,77,387,70,16,2,5,12,0
2332,1981,PhD,Single,57054.98448488005,1,1,77,7,2,73,1,4,7,1
2333,1999,Graduation,Married,43019.94842492287,1,1,16,57,33,92,1,5,4,0
2334,1956,Graduation,Single,78429.17551752007,1,1,71,1316,0,148,0,6,6,1
2335,1978,2n Cycle,Single,29707.491940407443,0,1,97,134,29,184,4,4,7,0
2336,1957,PhD,Together,31949.67460871892,0,0,89,515,24,330,4,5,6,0
2337,1950,Graduation,Married,44808.595639263796,0,1,93,141,50,51,1,7,11,0
2338,1952,Graduation,Married,33487.12569972323,2,0,85,549,22,112,1,1,7,1
2339,1973,2n Cycle,Single,47512.37974026176,1,0,79,1009,13,68,2,3,5,0
2340,1972,Graduation,Single,41442.28987768573,0,0,93,171,8,0,1,7,2,0
2341,1957,Graduation,Divorced,53768.24755403625,0,0,79,245,2,129,1,5,0,0
2342,1996,Graduation,Together,72161.44055648308,1,0,37,297,22,253,2,2,8,1
2343,1986,Graduation,Married,53425.59211368549,1,1,23,819,65,5,2,4,4,1
2344,1952,Master,Married,55247.09121632955,1,1,99,89,21,0,1,4,8,0
2345,1982,Master,Single,30853.547943758003,1,1,98,283,40,195,2,5,9,0
2346,1977,Graduation,Married,49318.808923697405,0,0,5,117,10,172,3,4,5,0
2347,1996,PhD,Married,43564.910567812054,0,2,67,73,17,78,3,5,8,1
2348,1957,Graduation,Together,65632.8192728097,0,0,81,26,11,162,7,2,2,0
2349,1983,2n Cycle,Married,36708.66033594605,0,1,5,290,3,459,1,7,10,1
2350,1984,2n Cycle,Married,34786.88814977533,0,0,25,641,16,42,4,1,5,0
2351,1981,Graduation,Together,58348.58394294697,0,0,90,129,43,42,2,4,9,0
2352,1973,Basic,Married,91602.06108745877,0,0,40,241,15,30,2,4,4,1
2353,1963,Master,Married,48481.02752050674,0,1,74,308,31,193,0,1,7,1
2354,1981,Graduation,Single,55364.168124609976,0,0,37,160,42,65,2,3,2,0
2355,1995,Graduation,Single,70960.43696709571,0,0,79,700,11,672,3,3,7,0
2356,1992,Graduation,Married,62198.077972305444,0,0,82,135,47,188,1,3,9,0
2357,1965,Master,Single,62329.589607643946,1,0,42,40,12,68,0,3,3,0
2358,1953,2n Cycle,Married,50096.1509616399,1,1,52,46,8,24,1,5,10,0
2359,1986,Master,Together,50485.296344434784,0,0,14,664,7,134,0,3,7,0
2360,1970,Basic,Divorced,36897.02924546943,0,0,89,1327,6,52,0,3,11,0
2361,1963,PhD,Single,61727.46508602765,0,0,55,102,40,353,0,3,4,0
2362,1980,Master,Single,61271.088599972856,1,0,55,46,65,87,2,7,9,0
2363,1997,Master,Married,66343.29055387605,0,0,30,197,7,51,2,3,9,0
2364,1967,Graduation,Married,42237.91058893309,0,1,82,370,2,133,0,5,6,0
2365,1956,PhD,Divorced,68602.6879875721,1,0,56,284,11,22,0,1,7,0
2366,1959,Master,Married,74666.69576295873,0,0,50,905,32,123,3,2,7,0
2367,1956,Graduation,Married,27720.837634474792,0,0,23,510,13,8,3,2,4,0
2368,1982,Master,Single,46062.54841285187,0,0,57,609,23,140,2,5,4,0
2369,1972,Graduation,Single,75500.47163921676,0,0,72,234,40,113,1,6,4,1
2370,1970,PhD,Divorced,39008.886002942294,0,0,86,118,15,110,3,5,8,1
2371,1968,Master,Married,62575.2505436668,1,0,3,362,242,172,3,4,6,0
2372,1997,Graduation,Divorced,52171.52004004863,0,0,9,173,10,6,0,4,4,0
2373,1968,Graduation,Married,58617.58642847017,1,1,62,101,114,92,3,3,0,0
2374,1985,Graduation,Married,52781.12605384423,0,1,72,49,6,88,2,4,4,0
2375,1978,Basic,Together,66923.41969128544,0,1,82,225,3,92,3,4,5,0
2376,1967,Graduation,Married,31569.657282722437,0,0,14,270,41,585,1,7,7,0
2377,1951,2n Cycle,Married,33733.53511755427,0,1,97,252,36,22,1,4,6,0
2378,1950,Graduation,Single,81290.27100533713,0,2,62,37,50,175,2,2,6,0
2379,1996,2n Cycle,Married,94007.26559970636,0,1,18,253,12,77,4,4,5,0
2380,1954,2n Cycle,Married,51891.61122747275,1,0,62,55,80,107,1,5,7,0
2381,1969,Graduation,Married,86305.32084303419,0,0,55,326,3,215,0,5,5,0
2382,1960,PhD,Together,36564.50705972954,0,0,20,168,0,25,2,2,4,0
2383,1991,Graduation,Together,41368.282330280854,0,0,33,566,10,216,2,5,7,0
2384,1951,PhD,Single,81149.75023490743,0,0,16,451,47,10,3,6,6,0
2385,1952,Graduation,Single,68082.13057246717,0,1,17,386,33,99,4,6,3,0
2386,1972,Graduation,Together,84128.54195864516,0,1,80,361,17,203,2,4,7,0
2387,1961,Graduation,Single,61371.1153811801,0,0,65,246,8,32,1,6,7,0
2388,1969,Graduation,Married,31749.0784697145,0,0,50,18,1,221,3,3,9,0
2389,1954,Graduation,Married,56471.547150053535,1,0,64,319,12,27,2,6,8,1
2390,1986,PhD,Single,76040.05076936021,0,0,42,188,18,240,1,0,8,0
2391,1987,2n Cycle,Married,49345.295947076556,0,0,56,190,34,94,3,2,5,0
2392,1979,Graduation,Widow,46271.32962988562,1,0,9,142,31,173,0,4,6,0
2393,1958,PhD,Together,61677.06805928245,2,0,36,793,88,374,3,3,6,0
2394,1983,Graduation,Single,40809.874689096105,1,2,47,86,3,78,4,6,6,0
2395,1993,Master,Together,57910.00966227001,0,0,68,114,12,39,4,6,7,0
2396,1984,2n Cycle,Together,53270.029293429136,1,0,55,989,19,302,2,4,7,0
2397,1971,Basic,Married,42191.71078503159,0,0,75,498,33,26,5,3,3,0
2398,1993,2n Cycle,Single,71614.74463734828,0,0,35,4,20,149,0,2,6,0
2399,1973,Graduation,Together,64919.75877901548,1,0,30,709,73,385,4,5,2,0
2400,1966,Master,Divorced,44926.58831426748,0,1,54,77,28,168,1,4,3,0
2401,1959,Master,Married,51700.77470119853,2,0,37,367,1,32,1,3,7,0
2402,1979,Graduation,Married,46574.48800304326,1,0,72,241,3,24,0,4,4,1
2403,1995,2n Cycle,Married,39227.04721514095,1,1,89,230,42,43,1,5,2,0
2404,1972,Graduation,Together,18034.60655185928,1,0,14,379,37,74,1,5,8,0
2405,1981,PhD,Divorced,42323.44511287856,0,0,15,69,4,26,3,6,4,0
2406,1966,Graduation,Married,39519.45003368754,0,0,76,51,1,239,3,2,9,0
2407,1999,Graduation,Single,54297.81415670718,1,1,88,316,25,66,3,6,9,0
2408,1966,Master,Married,60813.97603056491,1,0,93,102,30,412,0,4,3,1
2409,1963,PhD,Together,35956.3066039423,1,0,52,1094,4,277,2,4,6,0
2410,1958,Graduation,Divorced,59469.94723454011,1,1,55,180,19,359,0,2,5,1
2411,1989,Graduation,Married,32875.0843426665,2,0,6,35,10,52,2,5,3,1
2412,1951,Master,Together,49494.1496872309,1,0,56,347,80,127,1,7,10,0
2413,1994,Graduation,Widow,39951.617986783334,0,0,54,109,7,58,1,3,10,0
2414,1974,Graduation,Divorced,66923.47276158087,0,1,51,48,39,44,2,6,6,0
2415,1988,2n Cycle,Together,54335.461999891966,1,1,3,164,21,140,3,1,10,0
2416,1958,Master,Together,49796.641483364416,0,2,42,999,0,255,3,1,6,0
2417,1971,Graduation,Married,39495.0047977023,0,2,39,159,21,14,3,7,4,1
2418,1992,Master,Together,45423.17383246922,0,1,29,128,3,48,2,3,4,1
2419,1995,Master,Single,88581.21624652103,1,1,9,176,32,34,4,4,3,0
2420,1953,Basic,Single,41978.31758554908,1,1,93,3,25,240,3,4,6,0
2421,1975,PhD,Married,61588.138351929665,1,0,6,42,0,406,4,1,3,0
2422,1978,Graduation,Married,49747.07366224622,0,0,35,568,6,12,3,6,7,0
2423,1994,Graduation,Married,61016.50629148076,1,0,34,1145,44,71,4,5,4,0
2424,1983,Graduation,Married,68739.51745386477,1,0,87,51,9,368,3,5,6,0
2425,1972,PhD,Married,44920.43013357847,0,1,38,230,20,63,2,7,4,0
2426,1986,Graduation,Together,66195.46852890246,0,0,35,1017,11,187,2,2,9,0
2427,1960,PhD,Married,107132.78954011679,0,0,19,51,76,15,2,5,7,0
2428,1955,Graduation,Married,63350.79988383409,0,0,48,61,23,88,4,6,7,1
2429,1967,Graduation,Together,84271.62929199592,1,1,95,784,35,104,0,9,4,0
2430,1970,Basic,Married,61620.92000213228,0,1,58,366,2,212,3,3,6,0
2431,1991,Graduation,Married,33360.767556049876,2,0,48,49,1,51,3,11,6,0
2432,1985,Graduation,Married,57513.87994505967,0,0,89,150,9,46,1,3,9,0
2433,1990,Master,Married,45392.32407580138,0,0,25,17,11,54,6,3,6,0
2434,1987,Graduation,Together,40081.186053648526,0,0,35,170,34,121,1,6,5,1
2435,1983,Master,Married,50548.29579195429,0,0,42,451,25,313,1,5,4,0
2436,1966,Master,Single,48904.99842542496,0,1,98,242,14,266,3,4,6,0
2437,1986,Graduation,Divorced,30801.50188414278,0,0,42,312,31,8,3,3,8,0
2438,1974,Master,Single,106169.23169439586,0,0,98,118,5,316,6,2,6,1
2439,1987,PhD,Together,68157.41828944394,0,0,75,52,1,14,2,4,6,1
2440,1961,Graduation,Divorced,56887.804916842295,1,0,32,3,57,80,3,3,5,1
2441,1972,Graduation,Single,53797.60222501946,0,0,99,516,24,217,2,3,9,1
2442,1991,Graduation,Married,76046.97239243792,0,0,77,303,31,12,3,2,4,0
2443,1971,2n Cycle,Married,93511.40724618986,1,0,96,78,11,6,3,2,6,0
2444,1970,Graduation,Divorced,65701.70744025148,0,1,44,162,13,60,4,1,10,0
2445,1976,PhD,Married,54423.854095686416,1,0,44,485,2,196,2,9,10,1
2446,1980,PhD,Married,81452.88143955234,2,0,87,232,58,110,2,7,5,0
2447,1955,PhD,Single,54847.18485871722,0,0,14,107,26,80,5,5,6,0
2448,1976,Graduation,Single,60706.29619250203,2,1,94,93,2,251,3,3,9,0
2449,1989,Graduation,Married,72020.21840063675,1,0,16,73,48,218,1,5,3,0
2450,1983,Master,Together,44270.4172425148,2,1,11,520,17,231,2,4,7,0
2451,1961,Graduation,Married,15000.0,1,2,21,261,43,92,1,4,9,1
2452,1994,Graduation,Single,43298.39549339962,0,0,22,370,0,2,2,5,5,1
2453,1956,Graduation,Married,67460.01858758772,1,1,89,590,0,28,3,3,4,0
2454,1959,Graduation,Married,66051.01795436357,0,1,77,1299,5,202,1,4,2,0
2455,1994,Basic,Single,78853.40218825203,0,0,11,86,7,209,0,5,7,0
2456,1966,Graduation,Together,44063.379322609755,0,1,67,59,43,537,3,5,5,0
2457,1975,Graduation,Single,83618.50485893527,0,0,50,185,36,31,2,4,7,0
2458,1970,Graduation,Together,55701.35660903922,0,0,12,10,28,19,3,2,2,0
2459,1977,Master,Married,64088.26325127361,1,1,56,470,64,22,0,2,12,0
2460,1995,PhD,Together,70072.2551658861,2,1,54,645,8,30,2,2,6,0
2461,1951,Graduation,Married,24366.687462126054,0,2,81,347,70,112,0,3,8,1
2462,1992,Master,Married,31902.056147461506,2,0,27,93,72,554,1,6,5,0
2463,1950,PhD,Married,31238.189658655083,2,0,43,39,17,133,2,2,10,1
2464,1985,Basic,Single,73444.34369697639,0,0,18,144,2,110,2,4,7,0
2465,1975,Master,Divorced,45890.86776521544,0,0,45,537,38,167,2,5,5,0
2466,1978,Graduation,Widow,92551.63946649437,1,0,2,128,12,11,0,0,5,0
2467,1970,Graduation,Together,52067.51949784518,1,0,82,10,47,253,3,3,4,0
2468,1960,Graduation,Married,22572.523038369975,1,0,19,96,5,156,6,2,3,0
2469,1989,Graduation,Together,38551.64978589632,1,0,24,1379,23,28,1,3,6,0
2470,1960,2n Cycle,Single,54347.527264386554,0,0,74,338,21,149,2,6,11,0
2471,1985,Graduation,Married,62303.79728386958,0,2,55,693,3,136,3,6,9,0
2472,1998,Graduation,Widow,32303.245438352526,0,1,80,447,13,10,3,7,7,0
2473,1988,Master,Married,63369.615436125416,0,0,60,232,2,46,2,4,7,0
2474,1989,PhD,Widow,68710.85514091913,1,1,54,48,18,74,1,3,10,0
2475,1984,Graduation,Single,39181.04800889339,1,1,34,128,55,42,3,2,5,0
2476,1983,Graduation,Single,91383.14424118295,0,1,77,262,9,41,1,2,10,0
2477,1996,Graduation,Married,41346.81953298887,2,0,58,613,43,127,4,6,6,0
2478,1973,Master,Married,32002.438515689137,0,0,38,93,6,95,0,6,0,0
2479,1971,Graduation,Married,21415.549705469184,1,1,56,38,33,165,1,6,3,0
2480,1954,Graduation,Married,76412.81397384325,1,0,82,245,74,469,0,4,6,0
2481,1982,PhD,Married,52457.65754691806,2,2,66,58,11,162,2,4,6,1
2482,1985,Graduation,Together,42414.28021071221,1,1,33,282,69,130,2,2,5,0
2483,1996,PhD,Together,22517.231291363456,0,2,40,91,21,282,6,2,6,0
2484,1969,Graduation,Together,44214.981528660726,2,0,21,78,11,149,2,6,4,0
2485,1968,Graduation,Together,99628.90775352223,1,0,26,152,68,27,4,4,5,0
2486,1984,2n Cycle,Married,15000.0,0,0,20,269,0,56,3,2,4,0
2487,1992,PhD,Widow,39366.831979349,1,2,40,236,0,198,0,3,6,1
2488,1966,Graduation,Married,87855.67940084421,1,0,30,84,27,201,3,3,6,0
2489,1994,PhD,Together,76979.46094139045,0,0,26,665,47,651,1,2,7,0
2490,1992,Master,Together,40587.48663437437,0,0,36,34,41,147,0,4,5,0
2491,1983,Master,Single,56071.90193870612,1,0,65,12,2,344,2,2,7,0
2492,1958,Graduation,Married,61258.748093888185,1,0,53,276,90,8,2,3,6,0
2493,1975,2n Cycle,Together,54676.77163614535,0,0,8,39,36,125,6,2,6,0
2494,1951,Graduation,Together,87689.00419218352,0,1,82,210,89,378,1,9,9,0
2495,1958,Graduation,Married,58795.08410915906,0,0,41,909,11,50,1,3,5,0
2496,1958,Graduation,Together,74710.32581926076,1,1,35,359,35,25,4,3,8,0
2497,1989,Graduation,Divorced,55631.97538191231,1,1,9,288,58,64,4,6,4,0
2498,1966,Master,Widow,15000.0,0,1,58,256,14,235,1,3,9,0
2499,1950,Graduation,Married,28151.74493287033,0,1,39,59,100,13,1,8,10,0
2500,1974,Graduation,Married,32302.443013879503,0,0,53,170,9,137,1,6,8,0
2501,1992,Basic,Married,47014.28285447988,1,0,38,125,11,21,1,6,12,0
2502,1989,Graduation,Married,93568.28478028782,0,1,6,917,75,85,2,9,4,0
2503,1991,Graduation,Married,59248.229257509025,0,0,3,83,104,507,3,6,6,0
2504,1974,Graduation,Married,49884.237958704696,0,0,14,191,10,32,4,2,5,0
2505,1988,Graduation,Widow,76771.15992311295,1,0,75,834,4,5,2,2,4,0
2506,1984,Graduation,Divorced,22962.32648996503,0,1,47,467,42,83,0,2,4,0
2507,1952,PhD,Married,42206.096597035226,0,0,5,1001,79,129,0,3,5,0
2508,1999,Graduation,Married,39253.426921199185,2,0,72,281,27,52,1,2,6,0
2509,1986,Graduation,Together,59960.83118936276,0,0,34,121,30,117,2,5,8,0
2510,1993,Master,Married,69916.72584707933,0,2,71,525,43,459,1,4,4,1
2511,1993,PhD,Together,61429.71104054459,2,0,70,103,4,56,2,5,4,1
2512,1979,Graduation,Together,61746.32966437824,0,1,67,54,108,55,3,4,4,0
2513,1987,PhD,Divorced,44777.817615641085,0,0,57,367,13,98,1,5,5,0
2514,1983,Graduation,Single,58415.197162322795,0,1,76,305,29,108,2,4,3,0
2515,1961,Graduation,Together,35203.242584392196,1,0,18,633,18,0,3,1,7,0
2516,1968,PhD,Single,65482.77870015599,0,1,61,980,18,143,0,2,11,0
2517,1986,Graduation,Married,41987.93990673358,1,0,70,583,36,890,2,3,7,0
2518,1993,2n Cycle,Together,29569.80879399252,0,0,9,18,156,51,2,3,7,0
2519,1998,Graduation,Together,52756.388716641704,0,1,24,327,32,149,2,2,8,0
2520,1966,Master,Married,15000.0,1,1,43,460,47,0,1,9,5,0
2521,1959,Graduation,Married,81487.40143992014,2,1,98,1204,0,139,2,4,6,0
2522,1998,Master,Married,67941.97993823397,0,1,57,140,49,88,3,6,9,0
2523,1996,PhD,Divorced,58739.39700495605,1,0,24,55,10,113,4,1,5,1
2524,1961,Master,Married,19526.305092104994,0,2,92,575,4,117,5,0,3,1
2525,1965,Graduation,Married,37996.19633853171,0,0,75,114,3,29,2,4,6,1
2526,1973,PhD,Married,52811.16869743704,0,1,39,273,34,220,3,5,9,0
2527,1968,PhD,Single,46737.90457949585,1,0,75,148,181,121,0,3,7,0
2528,1957,Master,Married,18228.70069105055,0,0,69,154,32,47,2,1,9,0
2529,1980,PhD,Widow,25671.41988927718,0,0,9,395,9,415,4,2,6,0
2530,1970,PhD,Divorced,46338.11206172843,0,0,65,134,6,1,1,4,8,1
2531,1966,Graduation,Together,26334.21202832335,0,0,24,354,22,194,1,10,8,0
2532,1972,Graduation,Single,79427.74647766523,2,0,70,4,2,72,1,6,4,0
2533,1986,Graduation,Married,61890.767188116646,2,0,86,117,15,110,1,3,4,1
2534,1965,Graduation,Married,35930.71781521938,1,0,10,115,32,51,6,3,4,0
2535,1955,2n Cycle,Single,75383.09656031427,0,0,35,414,102,58,1,5,8,0
2536,1957,Master,Married,71354.13177347378,0,0,48,113,16,2,2,5,8,0
2537,1974,2n Cycle,Married,57779.16712773839,1,0,47,300,6,196,1,4,2,0
2538,1967,Graduation,Together,51208.27533072091,2,0,86,349,51,186,2,6,3,0
2539,1974,Basic,Married,46030.523835403204,0,1,6,322,40,159,4,5,7,1
2540,1961,Master,Divorced,41201.22584436687,1,2,90,277,58,315,1,4,11,0
2541,1964,PhD,Married,25264.161615842928,2,0,76,160,7,347,1,4,4,0
2542,1975,PhD,Single,82566.57510195998,1,1,50,140,15,121,2,6,4,0
2543,1990,Graduation,Together,41589.73562457567,0,1,16,249,119,173,1,6,4,0
2544,1994,Master,Single,52564.01219424666,0,0,31,19,5,1,5,3,6,0
2545,1975,PhD,Married,33795.04287398762,0,1,25,625,33,280,1,6,4,0
2546,1996,Graduation,Together,46810.9896678134,0,0,21,523,8,254,0,3,7,0
2547,1981,Graduation,Divorced,109015.54847739486,0,0,12,127,20,3,6,5,10,0
2548,1959,2n Cycle,Together,37480.04192509546,0,0,11,250,48,117,6,4,9,0
2549,1965,Basic,Married,80971.91549083103,1,0,70,807,20,355,1,7,7,0
2550,1956,2n Cycle,Together,51443.889656922016,0,1,0,95,49,30,1,4,4,0
2551,1966,PhD,Single,65598.76926989292,0,0,32,406,16,65,2,0,4,1
2552,1972,Graduation,Together,76891.60510792503,1,0,13,25,220,60,4,5,4,1
2553,1975,Graduation,Divorced,57445.34768811995,1,0,63,222,17,65,2,0,6,0
2554,1970,Graduation,Married,44965.8568723942,1,1,42,646,4,6,0,1,2,0
2555,1971,Graduation,Together,48278.18043435121,0,1,57,240,15,49,3,5,4,1
2556,1956,Graduation,Single,48951.43036707324,1,1,40,287,40,52,1,2,7,0
2557,1963,Graduation,Single,89287.41113830826,0,0,80,714,56,301,1,5,5,0
2558,1964,Graduation,Divorced,22317.484456792186,0,0,67,376,18,65,4,3,7,0
2559,1956,2n Cycle,Widow,16585.460844144145,1,0,38,357,27,88,3,6,6,0
2560,1958,Graduation,Together,17918.941656044655,0,0,0,264,55,71,1,5,7,0
2561,1997,Basic,Married,34121.37132855154,0,0,40,300,50,19,4,4,3,0
2562,1957,PhD,Married,66001.66154396725,0,0,44,488,32,696,2,3,5,0
2563,1999,Graduation,Single,67228.38584808396,0,0,87,1162,50,262,2,5,4,0
2564,1972,Graduation,Divorced,39849.947171865846,0,2,97,475,25,116,3,4,3,0
2565,1978,Graduation,Married,51430.16944680321,1,1,97,368,0,97,0,3,3,0
2566,1967,Graduation,Married,29674.027298243305,0,0,87,43,1,157,2,5,1,0
2567,1980,PhD,Married,31528.954251872638,2,0,78,509,117,59,1,1,4,0
2568,1979,Graduation,Single,63597.3367802309,0,0,80,399,4,7,1,2,1,0
2569,1988,Graduation,Married,72953.68122216794,0,1,12,441,15,77,0,4,4,0
2570,1984,Graduation,Together,42463.62351139715,0,1,70,78,81,620,0,4,4,0
2571,1967,2n Cycle,Together,84700.30241661606,0,2,8,701,6,30,5,2,3,1
2572,1991,Master,Single,71312.1069757222,1,0,62,30,55,112,2,3,8,0
2573,1988,Master,Single,83834.51704511102,0,1,98,87,51,1,3,2,8,0
2574,1966,Graduation,Together,45981.23861810163,0,0,22,326,128,19,3,3,5,0
2575,1963,Master,Married,82413.7249126529,1,1,53,335,9,132,4,2,7,0
2576,1980,Master,Together,95590.8527995155,0,1,46,112,11,52,3,5,6,0
2577,1973,PhD,Single,43749.64933287961,1,1,38,362,69,354,3,5,12,0
2578,1984,2n Cycle,Widow,48916.61923263828,1,0,86,147,8,78,1,5,4,0
2579,1993,Graduation,Married,33045.62995187202,0,1,25,0,23,34,3,5,3,0
2580,1994,2n Cycle,Married,29115.698076783447,0,0,0,53,36,118,1,3,4,0
2581,1983,2n Cycle,Married,29348.9731746741,0,0,13,642,9,237,0,6,9,0
2582,1952,Graduation,Married,35770.67736425415,1,0,95,75,83,2,1,2,8,0
2583,1986,Graduation,Single,57494.759579711426,0,0,73,35,32,105,1,4,6,0
2584,1992,2n Cycle,Married,36616.00921157297,0,0,64,343,1,222,1,1,5,0
2585,1989,Graduation,Together,56883.251091737366,0,0,68,174,4,16,2,3,11,0
2586,1975,PhD,Married,57296.903023899045,0,0,66,477,6,349,2,1,4,0
2587,1972,2n Cycle,Married,42597.512122512424,0,0,48,592,8,46,3,5,7,1
2588,1993,PhD,Together,50747.257908613894,1,0,49,561,39,28,1,4,5,0
2589,1988,Graduation,Married,41441.75214627374,0,0,57,112,2,133,1,9,4,0
2590,1964,PhD,Married,45785.204534470955,2,0,52,211,12,28,2,4,7,1
2591,1998,Graduation,Single,35822.7405107157,1,0,90,315,72,170,1,3,7,0
2592,1953,PhD,Together,53682.09379565633,0,0,56,116,24,101,3,5,9,1
2593,1978,Graduation,Married,39989.082690803334,0,1,85,12,9,17,3,6,5,0
2594,1971,PhD,Widow,28678.68248124409,0,0,17,205,94,365,2,6,4,0
2595,1974,PhD,Together,63868.57777697075,1,1,15,3,8,167,4,4,9,0
2596,1962,Master,Single,64545.82402570927,0,0,1,902,70,118,1,3,7,0
2597,1967,PhD,Married,74233.97071288215,2,2,12,477,38,70,1,4,5,0
2598,1982,PhD,Married,31512.05250791643,1,0,44,63,40,21,1,5,6,0
2599,1965,PhD,Married,42381.45386578026,0,0,79,101,43,184,5,5,3,0
2600,1994,Graduation,Married,56609.908101794455,1,0,71,1219,21,252,0,7,6,1
2601,1991,PhD,Together,41959.202463754795,0,0,42,140,50,20,5,7,6,0
2602,1993,Graduation,Divorced,63418.23967615643,1,1,71,459,54,102,2,2,5,0
2603,1951,2n Cycle,Together,61958.65774967872,0,0,53,177,13,99,4,6,12,0
2604,1984,Graduation,Married,61585.90712382132,0,0,73,598,15,64,4,6,8,0
2605,1991,Graduation,Together,81193.34466608528,0,1,96,364,65,233,3,5,5,0
2606,1983,PhD,Married,64881.54148916899,1,0,30,6,22,15,1,5,8,0
2607,1979,Graduation,Together,55077.822229628524,0,0,75,104,60,34,2,2,7,0
2608,1962,Graduation,Together,48129.290268069264,2,0,8,244,29,0,1,3,4,0
2609,1962,PhD,Single,49522.71783646368,0,0,72,781,27,70,2,2,6,0
2610,1967,PhD,Widow,30715.79692319853,0,2,47,32,0,51,0,4,6,0
2611,1981,Master,Married,16685.796260999574,0,1,17,275,9,302,2,3,6,0
2612,1981,Graduation,Together,61275.12255462127,0,1,93,107,20,205,2,2,7,0
2613,1984,PhD,Divorced,76472.65875126132,0,2,95,660,26,13,1,2,8,1
2614,1988,Graduation,Single,45397.70153394526,0,0,86,434,29,202,0,3,7,0
2615,1995,PhD,Together,83741.88318065194,1,0,10,138,37,168,1,5,7,0
2616,1978,PhD,Divorced,48469.751338370595,0,0,61,54,32,49,0,3,7,0
2617,1998,PhD,Married,15000.0,0,1,83,3,56,2,2,6,9,0
2618,1978,Graduation,Divorced,70364.98507459206,0,1,18,291,10,18,3,3,5,0
2619,1993,Graduation,Married,42414.235255237094,1,0,99,156,30,43,2,4,8,0
2620,1965,Graduation,Together,72175.57355040028,0,0,89,113,1,254,0,1,8,0
2621,1993,Graduation,Divorced,26449.4503213672,0,2,73,1270,19,93,1,4,8,0
2622,1996,Graduation,Married,60240.883242953,0,0,23,188,9,375,2,2,4,1
2623,1959,PhD,Together,35990.77832911375,1,1,12,415,14,233,4,2,9,1
2624,1979,Graduation,Married,56028.09733124711,1,0,45,58,13,50,4,1,5,0
2625,1974,2n Cycle,Widow,67332.13389150712,0,0,52,4,1,280,1,3,5,0
2626,1988,Graduation,Single,62688.02002587771,0,0,97,162,18,18,1,10,9,0
2627,1969,Master,Single,53387.35666060185,1,1,28,328,156,5,1,5,7,0
2628,1954,PhD,Together,24430.817875755543,2,0,35,211,10,140,1,3,4,0
2629,1950,Graduation,Single,66606.88361103531,1,0,70,663,39,62,4,4,6,0
2630,1979,Graduation,Married,72628.608759912,2,1,93,170,23,59,3,6,6,0
2631,1998,PhD,Together,31140.05951686915,1,1,16,111,11,174,1,3,7,0
2632,1952,Graduation,Single,34079.41571388001,1,1,47,743,2,284,2,5,6,0
2633,1994,2n Cycle,Married,73471.14716065823,0,0,76,156,7,58,4,2,7,0
2634,1963,PhD,Married,47831.16874861468,0,1,23,94,45,58,1,1,8,1
2635,1979,2n Cycle,Married,34597.73325188836,0,0,53,30,9,114,2,5,8,1
2636,1999,Graduation,Married,57451.08827038546,1,0,94,472,4,158,3,2,4,0
2637,1953,Master,Divorced,39229.51224091163,2,0,90,523,12,34,0,5,7,0
2638,1967,PhD,Together,55220.84262811962,1,0,84,10,26,365,3,2,7,0
2639,1986,Master,Single,43735.86658307304,0,1,0,133,36,159,1,4,3,0
2640,1974,Graduation,Married,45449.78359838911,0,0,78,415,14,147,2,3,5,0
2641,1997,PhD,Married,74207.94767714903,0,0,66,877,20,351,1,3,3,0
2642,1950,Graduation,Married,15000.0,0,1,5,142,18,356,2,5,8,0
2643,1995,Master,Single,63095.01508870489,1,1,77,616,0,21,1,4,6,0
2644,1964,Graduation,Together,70909.01556532987,2,1,54,150,15,23,1,5,5,1
2645,1958,Basic,Divorced,39560.117176446896,0,0,37,59,26,215,1,6,9,0
2646,1964,Graduation,Single,70755.307087263,0,1,32,1,25,471,1,3,5,0
2647,1998,Master,Together,32819.52066318352,1,0,7,120,41,164,1,5,4,0
2648,1973,Basic,Together,38800.32908672745,0,2,89,142,33,79,2,0,3,0
2649,1953,Master,Divorced,36496.6591281793,1,0,78,870,9,172,1,1,8,0
2650,1961,PhD,Single,71025.84327205169,0,1,77,69,8,38,2,6,4,0
2651,1986,Graduation,Married,17101.046266643338,0,0,19,144,18,929,0,6,6,0
2652,1986,2n Cycle,Together,84802.94452051149,0,0,54,7,39,84,3,2,10,0
2653,1992,Graduation,Single,45901.22867772222,0,0,47,432,2,402,4,4,8,0
2654,1955,PhD,Single,64298.243083147114,0,0,82,740,88,84,2,3,10,0
2655,1988,PhD,Married,62574.15842727462,0,0,55,81,23,394,1,8,7,0
2656,1995,Master,Divorced,55024.635764130384,0,1,96,168,10,61,2,2,8,0
2657,1973,Graduation,Widow,39986.27877044881,0,0,99,39,35,214,5,4,1,0
2658,1960,PhD,Married,76847.45125855708,0,1,87,183,1,452,3,5,9,0
2659,1962,Master,Divorced,41702.974685577916,0,0,9,42,19,155,2,5,1,1
